Borough,"date_mday",Agency,AvgCloseTime,AvgTimeMin
MANHATTAN,2,DOITT,"18+22:13:18.000000","454.2216666667"
MANHATTAN,1,DPR,"18+02:10:46.000000","434.1794444444"
BRONX,3,DOHMH,"17+21:37:40.000000","429.6277777778"
"STATEN ISLAND",4,DOITT,"16+23:04:54.000000","407.0816666667"
BROOKLYN,4,DOITT,"16+21:23:17.000000","405.3880555556"
MANHATTAN,5,DOITT,"16+00:10:23.000000","384.1730555556"
"STATEN ISLAND",3,DCA,"15+14:13:44.000000","374.2288888889"
"STATEN ISLAND",4,DCA,"15+12:44:24.000000","372.7400000000"
BROOKLYN,2,DCA,"15+05:10:44.000000","365.1788888889"
BROOKLYN,6,DOITT,"14+21:51:32.000000","357.8588888889"
BRONX,3,DCA,"13+22:35:01.333333","334.5837037036"
QUEENS,1,DCA,"13+18:34:57.375000","330.5826041667"
BROOKLYN,5,DFTA,"13+14:12:42.000000","326.2116666667"
MANHATTAN,5,DFTA,"13+03:22:48.000000","315.3800000000"
QUEENS,7,DFTA,"13+00:59:31.500000","312.9920833333"
"STATEN ISLAND",6,DPR,"12+23:12:38.000000","311.2105555556"
MANHATTAN,5,DCA,"12+09:32:01.615385","297.5337820514"
QUEENS,4,DCA,"12+04:04:43.750000","292.0788194444"
QUEENS,3,DCA,"12+00:58:21.812500","288.9727256944"
BROOKLYN,1,DCA,"12+00:24:50.625000","288.4140625000"
QUEENS,5,DCA,"11+23:53:33.666667","287.8926851853"
BROOKLYN,2,DOHMH,"11+19:42:09.200000","283.7025555556"
BRONX,2,DCA,"11+18:00:21.750000","282.0060416667"
MANHATTAN,2,EDC,"11+16:26:44.000000","280.4455555556"
MANHATTAN,4,DCA,"11+12:08:39.714286","276.144365079"
MANHATTAN,3,DCA,"11+07:04:32.615385","271.075726496"
BROOKLYN,10,EDC,"11+03:58:18.000000","267.971666667"
Unspecified,4,DCA,"11+02:59:33.583333","266.992662037"
BROOKLYN,2,DOE,"11+00:14:58.000000","264.249444444"
MANHATTAN,2,DOHMH,"10+22:52:42.000000","262.878333333"
MANHATTAN,10,EDC,"10+22:50:48.000000","262.846666667"
MANHATTAN,3,EDC,"10+22:12:16.000000","262.204444444"
QUEENS,1,FDNY,"10+19:17:40.000000","259.294444444"
QUEENS,6,DCA,"10+13:33:08.333333","253.552314815"
MANHATTAN,3,DOHMH,"10+10:55:21.250000","250.922569444"
BROOKLYN,11,EDC,"10+07:34:16.000000","247.571111111"
QUEENS,3,DOHMH,"10+06:27:33.666667","246.459351852"
"STATEN ISLAND",9,TLC,"10+00:05:05.000000","240.084722222"
MANHATTAN,11,EDC,"9+23:07:01.000000","239.116944444"
QUEENS,1,DOHMH,"9+22:18:52.750000","238.314652778"
BROOKLYN,5,DCA,"9+22:14:55.933333","238.248870370"
BROOKLYN,4,DFTA,"9+22:01:52.000000","238.031111111"
BRONX,4,DOHMH,"9+20:11:14.500000","236.187361111"
BRONX,7,DOE,"9+18:03:35.000000","234.059722222"
MANHATTAN,7,DOE,"9+16:37:15.000000","232.620833333"
BROOKLYN,1,DPR,"9+16:17:27.200000","232.290888889"
MANHATTAN,7,DOHMH,"9+14:06:50.000000","230.113888889"
Unspecified,7,DCA,"9+13:04:13.428571","229.070396825"
MANHATTAN,6,DCA,"9+11:52:27.928571","227.874424603"
BRONX,4,DCA,"9+10:32:21.545455","226.539318182"
"STATEN ISLAND",3,DPR,"9+10:22:18.250000","226.371736111"
QUEENS,2,DOHMH,"9+10:10:49.600000","226.180444444"
BROOKLYN,6,DCA,"9+07:40:09.944444","223.669429012"
BROOKLYN,3,DCA,"9+02:31:47.217391","218.529782609"
"STATEN ISLAND",4,DPR,"8+23:21:30.625000","215.358506944"
MANHATTAN,5,EDC,"8+19:27:42.000000","211.461666667"
BROOKLYN,4,DCA,"8+18:17:23.000000","210.289722222"
MANHATTAN,1,DCA,"8+17:58:00.500000","209.966805556"
MANHATTAN,1,DOHMH,"8+16:16:24.125000","208.273368056"
QUEENS,8,TLC,"8+11:01:50.000000","203.030555556"
BROOKLYN,6,DOHMH,"8+08:01:41.714286","200.028253968"
MANHATTAN,2,DCA,"8+05:30:54.000000","197.515000000"
MANHATTAN,13,EDC,"8+02:47:09.875000","194.786076389"
"STATEN ISLAND",5,DPR,"8+00:54:11.857143","192.903293651"
"STATEN ISLAND",7,DPR,"7+23:18:00.666667","191.300185185"
BROOKLYN,9,DOE,"7+22:47:21.000000","190.789166667"
BRONX,5,DOE,"7+20:46:31.000000","188.775277778"
BROOKLYN,4,DOE,"7+19:50:06.000000","187.835000000"
BROOKLYN,9,DOITT,"7+18:50:29.000000","186.841388889"
QUEENS,7,DPR,"7+15:23:43.968750","183.395546875"
BRONX,5,DOHMH,"7+14:50:23.333333","182.839814815"
Unspecified,8,DCA,"7+09:48:07.500000","177.802083333"
Unspecified,5,DCA,"7+09:30:19.916667","177.505532408"
BROOKLYN,5,DOHMH,"7+09:27:40.500000","177.461250000"
BRONX,6,DCA,"7+06:48:36.600000","174.810166667"
MANHATTAN,7,EDC,"7+02:33:36.000000","170.560000000"
QUEENS,4,DOHMH,"7+02:17:57.000000","170.299166667"
MANHATTAN,14,EDC,"7+00:04:28.000000","168.074444444"
BROOKLYN,3,DOHMH,"6+23:49:43.538462","167.828760684"
Unspecified,3,DCA,"6+20:45:49.538462","164.763760684"
MANHATTAN,6,DOE,"6+19:35:12.000000","163.586666667"
QUEENS,10,DOE,"6+18:45:48.000000","162.763333333"
Unspecified,3,TLC,"6+18:05:03.000000","162.084166667"
MANHATTAN,1,TLC,"6+17:07:22.555556","161.122932099"
QUEENS,7,DCA,"6+12:25:59.500000","156.433194444"
BROOKLYN,6,DOE,"6+11:47:01.000000","155.783611111"
BRONX,3,TLC,"6+09:29:45.500000","153.495972222"
QUEENS,6,DPR,"6+08:35:55.000000","152.598611111"
BROOKLYN,3,TLC,"6+06:42:01.000000","150.700277778"
Unspecified,6,DCA,"6+05:45:20.666667","149.755740741"
QUEENS,3,DPR,"6+05:14:26.612403","149.240725668"
BRONX,11,TLC,"6+04:20:10.000000","148.336111111"
Unspecified,7,OEM,"6+02:21:39.333333","146.360925926"
BROOKLYN,4,DPR,"6+01:59:29.185185","145.991440329"
Unspecified,14,DOE,"6+01:47:00.000000","145.783333333"
QUEENS,4,DPR,"6+00:07:36.760563","144.126877934"
MANHATTAN,12,DOE,"5+23:48:14.000000","143.803888889"
MANHATTAN,8,EDC,"5+23:34:13.000000","143.570277778"
BRONX,14,DOHMH,"5+22:30:13.000000","142.503611111"
BROOKLYN,1,DOHMH,"5+20:59:37.333333","140.993703704"
BRONX,8,TLC,"5+20:45:05.000000","140.751388889"
BROOKLYN,12,DFTA,"5+20:29:04.000000","140.484444444"
Unspecified,7,DOE,"5+19:35:47.000000","139.596388889"
BRONX,1,DOHMH,"5+19:18:25.500000","139.307083333"
BROOKLYN,12,DOHMH,"5+19:12:17.333333","139.204814815"
BROOKLYN,6,DPR,"5+17:01:54.956522","137.031932367"
MANHATTAN,9,DPR,"5+16:33:55.000000","136.565277778"
"STATEN ISLAND",10,DPR,"5+15:23:45.857143","135.396071429"
BRONX,6,DPR,"5+15:21:55.000000","135.365277778"
"STATEN ISLAND",12,DPR,"5+15:06:12.333333","135.103425926"
QUEENS,2,DPR,"5+14:27:14.682171","134.454078381"
QUEENS,7,DOHMH,"5+14:18:14.000000","134.303888889"
BRONX,13,DOE,"5+13:49:50.000000","133.830555556"
"STATEN ISLAND",6,DOHMH,"5+13:30:42.500000","133.511805556"
BROOKLYN,8,TLC,"5+12:21:10.500000","132.352916667"
MANHATTAN,8,TLC,"5+11:45:27.117647","131.757532680"
MANHATTAN,7,DPR,"5+10:56:51.181818","130.947550505"
QUEENS,1,TLC,"5+10:56:42.222222","130.945061728"
MANHATTAN,6,DPR,"5+09:35:25.000000","129.590277778"
Unspecified,13,DCA,"5+06:46:16.500000","126.771250000"
BROOKLYN,7,FDNY,"5+05:14:34.000000","125.242777778"
QUEENS,5,DPR,"5+03:58:42.662651","123.978517403"
MANHATTAN,7,TLC,"5+02:10:30.333333","122.175092593"
"STATEN ISLAND",13,DPR,"5+02:01:07.333333","122.018703704"
BROOKLYN,7,DPR,"5+01:52:32.218750","121.875616319"
BROOKLYN,3,DPR,"5+01:33:51.586207","121.564329502"
MANHATTAN,16,DOHMH,"5+01:32:36.000000","121.543333333"
BRONX,15,DOHMH,"5+01:02:38.000000","121.043888889"
BROOKLYN,13,DFTA,"4+23:43:52.000000","119.731111111"
MANHATTAN,15,DOHMH,"4+23:32:33.500000","119.542638889"
QUEENS,9,DPR,"4+22:54:59.333333","118.916481481"
BRONX,12,DOHMH,"4+22:37:49.000000","118.630277778"
QUEENS,5,DOITT,"4+22:36:30.000000","118.608333333"
Unspecified,15,TLC,"4+21:27:10.000000","117.452777778"
BRONX,13,FDNY,"4+21:22:54.000000","117.381666667"
BRONX,8,DOE,"4+20:56:58.000000","116.949444444"
Unspecified,1,DCA,"4+19:08:05.000000","115.134722222"
MANHATTAN,8,FDNY,"4+18:54:58.500000","114.916250000"
MANHATTAN,2,DPR,"4+18:39:21.571429","114.655992064"
BROOKLYN,15,DOHMH,"4+18:33:17.000000","114.554722222"
MANHATTAN,1,DOT,"4+18:20:46.776119","114.346326700"
BRONX,5,DCA,"4+17:54:49.666667","113.913796296"
BROOKLYN,7,DOE,"4+17:25:22.000000","113.422777778"
QUEENS,13,FDNY,"4+16:38:16.000000","112.637777778"
BROOKLYN,8,DPR,"4+14:33:42.700000","110.561861111"
BRONX,9,DPR,"4+13:41:07.666667","109.685462963"
BRONX,14,DOE,"4+13:13:38.500000","109.227361111"
BROOKLYN,5,DOE,"4+12:50:23.000000","108.839722222"
MANHATTAN,11,TLC,"4+12:46:38.500000","108.777361111"
QUEENS,3,DOT,"4+12:09:00.718182","108.150199495"
QUEENS,6,DOHMH,"4+11:55:01.166667","107.916990741"
BRONX,2,DOHMH,"4+11:43:22.500000","107.722916667"
QUEENS,5,DOHMH,"4+11:19:21.000000","107.322500000"
QUEENS,12,TLC,"4+11:04:45.250000","107.079236111"
QUEENS,6,FDNY,"4+10:40:50.000000","106.680555556"
Unspecified,8,DSNY,"4+10:36:00.000000","106.600000000"
MANHATTAN,3,TLC,"4+10:22:57.000000","106.382500000"
MANHATTAN,13,FDNY,"4+09:58:04.666667","105.967962963"
BROOKLYN,9,DOHMH,"4+09:54:04.000000","105.901111111"
QUEENS,10,DPR,"4+09:41:13.640000","105.687122222"
MANHATTAN,5,DPR,"4+08:39:40.615385","104.661282051"
MANHATTAN,13,TLC,"4+07:05:33.937500","103.092760417"
BRONX,2,TLC,"4+06:34:09.666667","102.569351852"
MANHATTAN,6,FDNY,"4+05:21:15.086957","101.354190821"
BROOKLYN,6,FDNY,"4+04:46:52.000000","100.781111111"
"STATEN ISLAND",11,DPR,"4+04:20:36.250000","100.343402778"
QUEENS,14,TLC,"4+04:20:01.666667","100.333796296"
BRONX,1,DOT,"4+03:59:04.111111","99.9844753086"
BRONX,5,DPR,"4+03:55:54.700000","99.9318611111"
BROOKLYN,13,FDNY,"4+03:29:25.500000","99.4904166667"
BROOKLYN,2,TLC,"4+02:38:43.600000","98.6454444444"
BRONX,7,DPR,"4+02:30:35.857143","98.5099603175"
Unspecified,6,DOT,"4+02:09:56.000000","98.1655555556"
Unspecified,11,DCA,"4+02:06:30.000000","98.1083333333"
"STATEN ISLAND",14,FDNY,"4+01:46:09.000000","97.7691666667"
QUEENS,14,FDNY,"4+01:40:14.000000","97.6705555556"
QUEENS,14,DPR,"4+01:31:29.030303","97.5247306397"
QUEENS,8,DOT,"4+01:19:12.169811","97.3200471697"
QUEENS,8,DOHMH,"4+01:01:08.000000","97.0188888889"
BROOKLYN,14,FDNY,"4+00:59:57.333333","96.9992592592"
MANHATTAN,7,FDNY,"4+00:55:55.736842","96.9321491228"
MANHATTAN,8,DPR,"4+00:49:51.333333","96.8309259258"
"STATEN ISLAND",6,DCA,"4+00:47:22.000000","96.7894444444"
MANHATTAN,3,DPR,"4+00:36:59.687500","96.6165798611"
QUEENS,1,DPR,"4+00:34:21.416667","96.5726157408"
QUEENS,7,FDNY,"4+00:29:05.000000","96.4847222222"
QUEENS,8,DCA,"4+00:28:06.000000","96.4683333333"
BRONX,8,DCA,"4+00:22:10.000000","96.3694444444"
Unspecified,16,DCA,"4+00:14:42.000000","96.2450000000"
BROOKLYN,8,DCA,"3+23:51:52.625000","95.8646180556"
BROOKLYN,8,DOE,"3+23:29:11.000000","95.4863888889"
QUEENS,7,TLC,"3+22:21:02.000000","94.3505555556"
BROOKLYN,13,DPR,"3+21:52:32.647059","93.8757352942"
Unspecified,2,DCA,"3+21:22:31.000000","93.3752777778"
BROOKLYN,10,TLC,"3+21:12:10.666667","93.2029629631"
QUEENS,1,DOT,"3+20:57:28.235294","92.9578431372"
MANHATTAN,11,DOHMH,"3+20:09:38.000000","92.1605555556"
MANHATTAN,8,DOHMH,"3+18:48:20.000000","90.8055555556"
BROOKLYN,1,DSNY,"3+17:06:06.315789","89.1017543858"
MANHATTAN,6,DOHMH,"3+15:27:24.000000","87.4566666667"
"STATEN ISLAND",2,HPD,"3+15:24:00.000000","87.4000000000"
QUEENS,2,DSNY,"3+15:15:21.951220","87.2560975611"
MANHATTAN,8,DOE,"3+14:07:24.000000","86.1233333333"
Unspecified,12,DCA,"3+14:05:54.571429","86.0984920636"
"STATEN ISLAND",2,DOHMH,"3+13:56:24.500000","85.9401388889"
QUEENS,2,DOT,"3+13:38:50.673077","85.6474091881"
MANHATTAN,10,TLC,"3+13:32:20.833333","85.5391203703"
BROOKLYN,1,TLC,"3+13:25:00.800000","85.4168888889"
MANHATTAN,14,FDNY,"3+12:57:40.571429","84.9612698414"
"STATEN ISLAND",10,HPD,"3+12:31:18.260870","84.5217391306"
BROOKLYN,10,DSNY,"3+11:48:06.168224","83.8017133956"
MANHATTAN,4,DPR,"3+11:46:26.285714","83.7739682539"
MANHATTAN,5,DOHMH,"3+11:42:11.666667","83.7032407408"
"STATEN ISLAND",14,DPR,"3+11:41:02.333333","83.6839814814"
MANHATTAN,1,FDNY,"3+11:39:35.000000","83.6597222222"
QUEENS,1,HPD,"3+11:13:11.208791","83.2197802197"
QUEENS,8,DPR,"3+11:04:45.937500","83.0794270833"
"STATEN ISLAND",3,HPD,"3+11:04:36.923077","83.0769230769"
BROOKLYN,15,DPR,"3+10:09:33.400000","82.1592777778"
BROOKLYN,7,DCA,"3+09:48:35.400000","81.8098333333"
Unspecified,14,DOT,"3+09:24:49.250000","81.4136805556"
QUEENS,12,DPR,"3+08:56:04.541667","80.9345949075"
"STATEN ISLAND",8,DOT,"3+08:50:52.571429","80.8479365081"
"STATEN ISLAND",5,DOHMH,"3+08:50:19.500000","80.8387500000"
BROOKLYN,6,DSNY,"3+08:29:27.567568","80.4909909911"
"STATEN ISLAND",9,DSNY,"3+08:26:17.142857","80.4380952381"
QUEENS,13,DPR,"3+08:17:20.176471","80.2889379086"
"STATEN ISLAND",15,HPD,"3+08:00:00.000000","80.0000000000"
MANHATTAN,6,TLC,"3+07:47:39.272727","79.7942424242"
BROOKLYN,2,DPR,"3+07:44:52.320755","79.7478668764"
BROOKLYN,10,DPR,"3+07:37:13.950000","79.6205416667"
BROOKLYN,15,DCA,"3+07:17:26.500000","79.2906944444"
MANHATTAN,14,TLC,"3+07:07:45.777778","79.1293827161"
BROOKLYN,12,DPR,"3+07:05:52.812500","79.0980034722"
QUEENS,11,DPR,"3+07:03:27.279070","79.0575775194"
Unspecified,10,DCA,"3+06:58:47.285714","78.9798015872"
"STATEN ISLAND",10,FDNY,"3+06:55:07.000000","78.9186111111"
MANHATTAN,4,TLC,"3+06:40:48.384615","78.6801068375"
BROOKLYN,8,DSNY,"3+06:40:46.956522","78.6797101450"
"STATEN ISLAND",15,DOT,"3+06:09:25.000000","78.1569444444"
"STATEN ISLAND",1,DOT,"3+06:07:46.615385","78.1296153847"
MANHATTAN,13,DPR,"3+06:01:08.000000","78.0188888889"
BROOKLYN,8,DOHMH,"3+05:57:35.666667","77.9599074075"
"STATEN ISLAND",1,HPD,"3+05:48:00.000000","77.8000000000"
BROOKLYN,14,DOHMH,"3+05:42:25.000000","77.7069444444"
BROOKLYN,1,DOT,"3+05:39:46.571429","77.6629365081"
MANHATTAN,16,FDNY,"3+05:33:27.000000","77.5575000000"
MANHATTAN,3,DOT,"3+05:23:56.505263","77.3990292397"
MANHATTAN,9,DCA,"3+05:16:02.000000","77.2672222222"
"STATEN ISLAND",15,DPR,"3+04:39:37.500000","76.6604166667"
BROOKLYN,5,DPR,"3+04:21:00.322581","76.3500896058"
BRONX,8,DPR,"3+04:17:35.000000","76.2930555556"
MANHATTAN,6,DOT,"3+04:11:17.453704","76.1881815844"
QUEENS,17,HPD,"3+04:05:51.219512","76.0975609756"
QUEENS,1,DOF,"3+04:04:29.000000","76.0747222222"
BROOKLYN,6,HPD,"3+03:47:22.105263","75.7894736842"
QUEENS,8,HPD,"3+03:37:40.465116","75.6279069767"
Unspecified,1,DOT,"3+03:30:59.500000","75.5165277778"
MANHATTAN,2,HPD,"3+03:15:42.489270","75.2618025750"
QUEENS,10,DOT,"3+02:54:09.396396","74.9026101100"
BROOKLYN,10,HPD,"3+02:49:56.273292","74.8322981367"
BROOKLYN,8,DOT,"3+02:39:01.103896","74.6503066378"
BROOKLYN,3,DSNY,"3+02:33:48.750000","74.5635416667"
Unspecified,10,OEM,"3+01:51:25.000000","73.8569444444"
BROOKLYN,7,DOT,"3+01:37:20.031579","73.6222309942"
QUEENS,5,FDNY,"3+01:33:50.333333","73.5639814814"
BRONX,17,DOE,"3+01:24:43.000000","73.4119444444"
BROOKLYN,1,DOF,"3+01:21:37.500000","73.3604166667"
BRONX,10,DOE,"3+01:17:24.000000","73.2900000000"
BROOKLYN,8,HPD,"3+01:11:38.507463","73.1940298508"
MANHATTAN,10,FDNY,"3+01:02:31.187500","73.0419965278"
MANHATTAN,5,DOT,"3+00:50:19.049587","72.8386248853"
"STATEN ISLAND",7,DCA,"3+00:48:32.000000","72.8088888889"
BROOKLYN,16,HPD,"3+00:44:46.010363","72.7461139897"
MANHATTAN,10,HPD,"3+00:42:46.336634","72.7128712872"
QUEENS,14,DCA,"3+00:39:40.333333","72.6612037036"
BRONX,9,DCA,"3+00:29:02.500000","72.4840277778"
QUEENS,3,HPD,"3+00:26:20.487805","72.4390243903"
MANHATTAN,10,DOT,"3+00:22:00.234783","72.3667318842"
"STATEN ISLAND",1,DSNY,"3+00:16:42.000000","72.2783333333"
BRONX,4,DPR,"3+00:14:44.500000","72.2456944444"
"STATEN ISLAND",13,HPD,"3+00:00:00.000000","72.0000000000"
"STATEN ISLAND",14,HPD,"3+00:00:00.000000","72.0000000000"
BRONX,1,DSNY,"2+23:59:12.000000","71.9866666667"
BROOKLYN,10,FDNY,"2+23:52:20.666667","71.8724074075"
MANHATTAN,7,DCA,"2+23:35:32.000000","71.5922222222"
BROOKLYN,15,HPD,"2+23:30:14.876033","71.5041322314"
BROOKLYN,9,DPR,"2+23:28:13.125000","71.4703125000"
QUEENS,14,DOF,"2+23:24:03.111111","71.4008641975"
BRONX,11,DPR,"2+22:43:26.000000","70.7238888889"
BROOKLYN,17,TLC,"2+22:41:51.000000","70.6975000000"
QUEENS,2,HPD,"2+22:39:16.834532","70.6546762589"
MANHATTAN,8,DOT,"2+22:34:25.350000","70.5737083333"
MANHATTAN,14,DCA,"2+22:30:52.250000","70.5145138889"
QUEENS,14,DOE,"2+21:48:28.000000","69.8077777778"
BROOKLYN,11,HPD,"2+21:45:45.762712","69.7627118644"
BRONX,14,DCA,"2+21:41:30.000000","69.6916666667"
Unspecified,3,OEM,"2+21:38:59.000000","69.6497222222"
MANHATTAN,9,DOHMH,"2+21:38:36.000000","69.6433333333"
BRONX,15,DCA,"2+21:36:14.333333","69.6039814814"
MANHATTAN,15,DCA,"2+21:28:08.666667","69.4690740742"
BROOKLYN,14,DOF,"2+21:27:46.600000","69.4629444444"
BROOKLYN,2,HPD,"2+21:17:02.356495","69.2839879153"
"STATEN ISLAND",8,DSNY,"2+21:06:35.454545","69.1098484847"
QUEENS,9,DCA,"2+20:56:40.000000","68.9444444444"
BROOKLYN,1,HPD,"2+20:55:53.846154","68.9316239317"
BRONX,1,HPD,"2+20:48:05.106383","68.8014184397"
"STATEN ISLAND",17,HPD,"2+20:48:00.000000","68.8000000000"
QUEENS,11,DOT,"2+20:39:43.181818","68.6619949494"
BROOKLYN,9,HPD,"2+20:36:42.352941","68.6117647058"
MANHATTAN,15,HPD,"2+20:25:18.545455","68.4218181819"
QUEENS,14,DSNY,"2+20:22:35.064935","68.3764069264"
QUEENS,7,HPD,"2+20:21:15.949367","68.3544303797"
QUEENS,15,DCA,"2+20:19:44.200000","68.3289444444"
QUEENS,18,DOHMH,"2+20:19:14.000000","68.3205555556"
QUEENS,1,DSNY,"2+20:01:12.000000","68.0200000000"
QUEENS,3,DSNY,"2+19:52:28.831169","67.8746753247"
